ONS_ID,ONS_Name,rurality,pct_covered,facility_type,costing,travel_limit_mins
3073,METCALFE,rural,1,library,auto,15
3074,RICHMOND,rural,1,library,auto,15
3075,MUNSTER - ASHTON,rural,0.9974144214925239,library,auto,15
3076,NAVAN - SARSFIELD,rural,0.6841689822066527,library,auto,15
3078,NORTH GOWER - KARS,rural,1,library,auto,15
3086,OSGOODE - VERNON,rural,0.9969563241503842,library,auto,15
3113,VARS,rural,0.042653911794419554,library,auto,15
3021,CARP,rural,0,outdoor_cafe,auto,15
3031,CONSTANCE BAY,rural,0,outdoor_cafe,auto,15
3033,CORKERY,rural,0,outdoor_cafe,auto,15
3037,CUMBERLAND,rural,0,outdoor_cafe,auto,15
3038,DUNROBIN,rural,0,outdoor_cafe,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,0.25089224822431916,outdoor_cafe,auto,15
3046,FITZROY,rural,0,outdoor_cafe,auto,15
3049,GREELY,rural,0,outdoor_cafe,auto,15
3062,KINBURN,rural,0,outdoor_cafe,auto,15
3070,MANOTICK,rural,0,outdoor_cafe,auto,15
3071,MARLBOROUGH,rural,0,outdoor_cafe,auto,15
3073,METCALFE,rural,0,outdoor_cafe,auto,15
3074,RICHMOND,rural,0,outdoor_cafe,auto,15
3075,MUNSTER - ASHTON,rural,0,outdoor_cafe,auto,15
3076,NAVAN - SARSFIELD,rural,0,outdoor_cafe,auto,15
3078,NORTH GOWER - KARS,rural,0,outdoor_cafe,auto,15
3086,OSGOODE - VERNON,rural,0,outdoor_cafe,auto,15
3113,VARS,rural,0,outdoor_cafe,auto,15
3021,CARP,rural,1,shade_structure,auto,15
3031,CONSTANCE BAY,rural,0.49065852404644905,shade_structure,auto,15
3033,CORKERY,rural,0.9431015495280136,shade_structure,auto,15
3037,CUMBERLAND,rural,1,shade_structure,auto,15
3038,DUNROBIN,rural,0.8248387221833204,shade_structure,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,1,shade_structure,auto,15
3046,FITZROY,rural,0.756744907243638,shade_structure,auto,15
3049,GREELY,rural,1,shade_structure,auto,15
3062,KINBURN,rural,0.9912966187888731,shade_structure,auto,15
3070,MANOTICK,rural,1,shade_structure,auto,15
3071,MARLBOROUGH,rural,0.6867315599583547,shade_structure,auto,15
3073,METCALFE,rural,0.9972656549887952,shade_structure,auto,15
3074,RICHMOND,rural,1,shade_structure,auto,15
3075,MUNSTER - ASHTON,rural,0.9744554041171465,shade_structure,auto,15
3076,NAVAN - SARSFIELD,rural,0.966039594218666,shade_structure,auto,15
3078,NORTH GOWER - KARS,rural,1,shade_structure,auto,15
3086,OSGOODE - VERNON,rural,0.957929458734617,shade_structure,auto,15
3113,VARS,rural,0.9800537582513372,shade_structure,auto,15
3021,CARP,rural,0.1336269022581051,beach,auto,15
3031,CONSTANCE BAY,rural,1,beach,auto,15
3033,CORKERY,rural,0.007875947979593081,beach,auto,15
3037,CUMBERLAND,rural,0.8459235235759546,beach,auto,15
3038,DUNROBIN,rural,0.5814890905869219,beach,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,0.021993982790893415,beach,auto,15
3046,FITZROY,rural,0.5117961899706064,beach,auto,15
3049,GREELY,rural,0.0432750853676287,beach,auto,15
3062,KINBURN,rural,0.0764669381854392,beach,auto,15
3070,MANOTICK,rural,0.4703111515106169,beach,auto,15
3071,MARLBOROUGH,rural,0.2183425444571568,beach,auto,15
3073,METCALFE,rural,0,beach,auto,15
3074,RICHMOND,rural,0.12056280095977465,beach,auto,15
3075,MUNSTER - ASHTON,rural,0,beach,auto,15
3076,NAVAN - SARSFIELD,rural,0.4606783955150888,beach,auto,15
3078,NORTH GOWER - KARS,rural,0.9165173444925042,beach,auto,15
3086,OSGOODE - VERNON,rural,0.6893900652294205,beach,auto,15
3113,VARS,rural,0,beach,auto,15
3021,CARP,rural,0.2936310498645273,water_fountain,auto,15
3031,CONSTANCE BAY,rural,0,water_fountain,auto,15
3033,CORKERY,rural,0.16232522898738824,water_fountain,auto,15
3037,CUMBERLAND,rural,0.884946433084218,water_fountain,auto,15
3038,DUNROBIN,rural,0.20639079197891358,water_fountain,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,0.7533548910179927,water_fountain,auto,15
3046,FITZROY,rural,0,water_fountain,auto,15
3049,GREELY,rural,0.9113356749295739,water_fountain,auto,15
3062,KINBURN,rural,0,water_fountain,auto,15
3070,MANOTICK,rural,1,water_fountain,auto,15
3071,MARLBOROUGH,rural,0.009994584756925098,water_fountain,auto,15
3073,METCALFE,rural,0.06063833675845584,water_fountain,auto,15
3074,RICHMOND,rural,0.38310013973297097,water_fountain,auto,15
3075,MUNSTER - ASHTON,rural,0.0030812328853914955,water_fountain,auto,15
3076,NAVAN - SARSFIELD,rural,0.6661469733464286,water_fountain,auto,15
3078,NORTH GOWER - KARS,rural,0.37560230290170155,water_fountain,auto,15
3086,OSGOODE - VERNON,rural,0.10909792021076882,water_fountain,auto,15
3113,VARS,rural,0.03268808004909398,water_fountain,auto,15
3021,CARP,rural,0.5524725077272766,mall,auto,15
3031,CONSTANCE BAY,rural,0,mall,auto,15
3033,CORKERY,rural,0.29851791550917034,mall,auto,15
3037,CUMBERLAND,rural,0.9197116707807752,mall,auto,15
3038,DUNROBIN,rural,0.37240591933596184,mall,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,0.2768874093410766,mall,auto,15
3046,FITZROY,rural,0.1828876061399157,mall,auto,15
3049,GREELY,rural,0.013833966488384912,mall,auto,15
3062,KINBURN,rural,0.3719558899126288,mall,auto,15
3070,MANOTICK,rural,0.19617850373520743,mall,auto,15
3071,MARLBOROUGH,rural,0.007502937576627245,mall,auto,15
3073,METCALFE,rural,0.18490934645720986,mall,auto,15
3074,RICHMOND,rural,0.927746742813776,mall,auto,15
3075,MUNSTER - ASHTON,rural,0.0755306153426048,mall,auto,15
3076,NAVAN - SARSFIELD,rural,0.6579476811234204,mall,auto,15
3078,NORTH GOWER - KARS,rural,0.0061408376740673684,mall,auto,15
3086,OSGOODE - VERNON,rural,0,mall,auto,15
3113,VARS,rural,0.4911790324159407,mall,auto,15
3021,CARP,rural,0.907951344515463,indoor_pool,auto,15
3031,CONSTANCE BAY,rural,0,indoor_pool,auto,15
3033,CORKERY,rural,0.4450373227140344,indoor_pool,auto,15
3037,CUMBERLAND,rural,0.9481248077314259,indoor_pool,auto,15
3038,DUNROBIN,rural,0.6268217685525665,indoor_pool,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,0.7914495526599371,indoor_pool,auto,15
3046,FITZROY,rural,0,indoor_pool,auto,15
3049,GREELY,rural,0.9067354502846469,indoor_pool,auto,15
3062,KINBURN,rural,0,indoor_pool,auto,15
3070,MANOTICK,rural,1,indoor_pool,auto,15
3071,MARLBOROUGH,rural,0.0778026942096488,indoor_pool,auto,15
3073,METCALFE,rural,0.09586972334898397,indoor_pool,auto,15
3074,RICHMOND,rural,0.9909573387484245,indoor_pool,auto,15
3075,MUNSTER - ASHTON,rural,0.5490192131784896,indoor_pool,auto,15
3076,NAVAN - SARSFIELD,rural,0.8668707681530635,indoor_pool,auto,15
3078,NORTH GOWER - KARS,rural,0.7777790695070627,indoor_pool,auto,15
3086,OSGOODE - VERNON,rural,0.04348311542035325,indoor_pool,auto,15
3113,VARS,rural,0.24616302510590754,indoor_pool,auto,15
3021,CARP,rural,1,splash_pad,auto,15
3031,CONSTANCE BAY,rural,0.004797641641217329,splash_pad,auto,15
3033,CORKERY,rural,0.9203724899313229,splash_pad,auto,15
3037,CUMBERLAND,rural,0.988769105886939,splash_pad,auto,15
3038,DUNROBIN,rural,0.809591373301551,splash_pad,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,0.9782175830265107,splash_pad,auto,15
3046,FITZROY,rural,0.07514501606652824,splash_pad,auto,15
3049,GREELY,rural,0.9991771215604569,splash_pad,auto,15
3062,KINBURN,rural,0.6479169871877472,splash_pad,auto,15
3070,MANOTICK,rural,1,splash_pad,auto,15
3071,MARLBOROUGH,rural,0.1264117727859323,splash_pad,auto,15
3073,METCALFE,rural,0.677523617171623,splash_pad,auto,15
3074,RICHMOND,rural,1,splash_pad,auto,15
3075,MUNSTER - ASHTON,rural,0.8069322985946145,splash_pad,auto,15
3076,NAVAN - SARSFIELD,rural,0.9024750375770884,splash_pad,auto,15
3078,NORTH GOWER - KARS,rural,0.8210453289277734,splash_pad,auto,15
3086,OSGOODE - VERNON,rural,0.21756897757915566,splash_pad,auto,15
3113,VARS,rural,0.4788517849405421,splash_pad,auto,15
3021,CARP,rural,0.6553345281729716,chc,auto,15
3031,CONSTANCE BAY,rural,0,chc,auto,15
3033,CORKERY,rural,0.4713657485663722,chc,auto,15
3037,CUMBERLAND,rural,0.9276694221211972,chc,auto,15
3038,DUNROBIN,rural,0.31085558089945364,chc,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,0.6204890186024286,chc,auto,15
3046,FITZROY,rural,0,chc,auto,15
3049,GREELY,rural,0.24674349195144815,chc,auto,15
3062,KINBURN,rural,0,chc,auto,15
3070,MANOTICK,rural,0.28137184038469,chc,auto,15
3071,MARLBOROUGH,rural,0,chc,auto,15
3073,METCALFE,rural,0.0028630570036955105,chc,auto,15
3074,RICHMOND,rural,0.8469113718062012,chc,auto,15
3075,MUNSTER - ASHTON,rural,0.18329176951863213,chc,auto,15
3076,NAVAN - SARSFIELD,rural,0.6710568816035312,chc,auto,15
3078,NORTH GOWER - KARS,rural,0,chc,auto,15
3086,OSGOODE - VERNON,rural,0,chc,auto,15
3113,VARS,rural,0.021579530255594,chc,auto,15
3021,CARP,rural,0.9816547163046818,fastfood,auto,15
3031,CONSTANCE BAY,rural,1,fastfood,auto,15
3033,CORKERY,rural,1,fastfood,auto,15
3037,CUMBERLAND,rural,1,fastfood,auto,15
3038,DUNROBIN,rural,0.9972007892109511,fastfood,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,1,fastfood,auto,15
3046,FITZROY,rural,0.9300007084999937,fastfood,auto,15
3049,GREELY,rural,1,fastfood,auto,15
3062,KINBURN,rural,0.692307347011302,fastfood,auto,15
3070,MANOTICK,rural,1,fastfood,auto,15
3071,MARLBOROUGH,rural,0.72197293997124,fastfood,auto,15
3073,METCALFE,rural,0.9957216342983883,fastfood,auto,15
3074,RICHMOND,rural,1,fastfood,auto,15
3075,MUNSTER - ASHTON,rural,0.9912804248244488,fastfood,auto,15
3076,NAVAN - SARSFIELD,rural,0.9684803299775167,fastfood,auto,15
3078,NORTH GOWER - KARS,rural,1,fastfood,auto,15
3086,OSGOODE - VERNON,rural,0.9634773024558116,fastfood,auto,15
3113,VARS,rural,0.9736930325239154,fastfood,auto,15
3021,CARP,rural,1,museum,auto,15
3031,CONSTANCE BAY,rural,0,museum,auto,15
3033,CORKERY,rural,0.8348041898382046,museum,auto,15
3037,CUMBERLAND,rural,0.9985201751641671,museum,auto,15
3038,DUNROBIN,rural,0.6053490419898975,museum,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,0.740771133518086,museum,auto,15
3046,FITZROY,rural,0.07347864439657344,museum,auto,15
3049,GREELY,rural,1,museum,auto,15
3062,KINBURN,rural,0.6095406760980123,museum,auto,15
3070,MANOTICK,rural,1,museum,auto,15
3071,MARLBOROUGH,rural,0.1250246196032767,museum,auto,15
3073,METCALFE,rural,0.9614095693242298,museum,auto,15
3074,RICHMOND,rural,1,museum,auto,15
3075,MUNSTER - ASHTON,rural,0.9123667948232342,museum,auto,15
3076,NAVAN - SARSFIELD,rural,0.31959608971408615,museum,auto,15
3078,NORTH GOWER - KARS,rural,0.8227927133302494,museum,auto,15
3086,OSGOODE - VERNON,rural,0.9829248696034236,museum,auto,15
3113,VARS,rural,0.007848470599648475,museum,auto,15
3021,CARP,rural,0.8583787550025564,outdoor_pool,auto,15
3031,CONSTANCE BAY,rural,0,outdoor_pool,auto,15
3033,CORKERY,rural,0.3360183464127231,outdoor_pool,auto,15
3037,CUMBERLAND,rural,0,outdoor_pool,auto,15
3038,DUNROBIN,rural,0.5146316206552782,outdoor_pool,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,0.5173806249137598,outdoor_pool,auto,15
3046,FITZROY,rural,0,outdoor_pool,auto,15
3049,GREELY,rural,0.9843157421609756,outdoor_pool,auto,15
3062,KINBURN,rural,0,outdoor_pool,auto,15
3070,MANOTICK,rural,1,outdoor_pool,auto,15
3071,MARLBOROUGH,rural,0.07070502182771479,outdoor_pool,auto,15
3073,METCALFE,rural,0.11473627898481521,outdoor_pool,auto,15
3074,RICHMOND,rural,0.9172428765334223,outdoor_pool,auto,15
3075,MUNSTER - ASHTON,rural,0.08345865050353257,outdoor_pool,auto,15
3076,NAVAN - SARSFIELD,rural,0.2670804901564404,outdoor_pool,auto,15
3078,NORTH GOWER - KARS,rural,0.7768138679642123,outdoor_pool,auto,15
3086,OSGOODE - VERNON,rural,0.6556585012556729,outdoor_pool,auto,15
3113,VARS,rural,0,outdoor_pool,auto,15
3021,CARP,rural,0.79179131616759,movie_theatre,auto,15
3031,CONSTANCE BAY,rural,0,movie_theatre,auto,15
3033,CORKERY,rural,0.385262484820715,movie_theatre,auto,15
3037,CUMBERLAND,rural,0.7186497480858131,movie_theatre,auto,15
3038,DUNROBIN,rural,0.30449537703638285,movie_theatre,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,0.5956671971028564,movie_theatre,auto,15
3046,FITZROY,rural,0,movie_theatre,auto,15
3049,GREELY,rural,0.5238293681824685,movie_theatre,auto,15
3062,KINBURN,rural,0,movie_theatre,auto,15
3070,MANOTICK,rural,0.9105324345119369,movie_theatre,auto,15
3071,MARLBOROUGH,rural,0.002456652135630749,movie_theatre,auto,15
3073,METCALFE,rural,0.04059930691097921,movie_theatre,auto,15
3074,RICHMOND,rural,0.5630465871523382,movie_theatre,auto,15
3075,MUNSTER - ASHTON,rural,0.04673265203880019,movie_theatre,auto,15
3076,NAVAN - SARSFIELD,rural,0.662573377325475,movie_theatre,auto,15
3078,NORTH GOWER - KARS,rural,0.2118004395870017,movie_theatre,auto,15
3086,OSGOODE - VERNON,rural,0.014786241167188383,movie_theatre,auto,15
3113,VARS,rural,0.030330377198710422,movie_theatre,auto,15
3021,CARP,rural,0.9973088152215288,cmmt_centre,auto,15
3031,CONSTANCE BAY,rural,1,cmmt_centre,auto,15
3033,CORKERY,rural,0.92339096987172,cmmt_centre,auto,15
3037,CUMBERLAND,rural,0.9575312297006107,cmmt_centre,auto,15
3038,DUNROBIN,rural,0.9453162508981021,cmmt_centre,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,1,cmmt_centre,auto,15
3046,FITZROY,rural,0.8846967774206095,cmmt_centre,auto,15
3049,GREELY,rural,1,cmmt_centre,auto,15
3062,KINBURN,rural,0.9631568402458733,cmmt_centre,auto,15
3070,MANOTICK,rural,1,cmmt_centre,auto,15
3071,MARLBOROUGH,rural,0.6519827769875147,cmmt_centre,auto,15
3073,METCALFE,rural,1,cmmt_centre,auto,15
3074,RICHMOND,rural,1,cmmt_centre,auto,15
3075,MUNSTER - ASHTON,rural,0.8707575553065067,cmmt_centre,auto,15
3076,NAVAN - SARSFIELD,rural,0.9725071285865825,cmmt_centre,auto,15
3078,NORTH GOWER - KARS,rural,1,cmmt_centre,auto,15
3086,OSGOODE - VERNON,rural,0.9835349894458502,cmmt_centre,auto,15
3113,VARS,rural,1,cmmt_centre,auto,15
3021,CARP,rural,0,gallery,auto,15
3031,CONSTANCE BAY,rural,0,gallery,auto,15
3033,CORKERY,rural,0,gallery,auto,15
3037,CUMBERLAND,rural,0.9056230272150073,gallery,auto,15
3038,DUNROBIN,rural,0,gallery,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,0.6962721030764097,gallery,auto,15
3046,FITZROY,rural,0,gallery,auto,15
3049,GREELY,rural,0.01008819983293533,gallery,auto,15
3062,KINBURN,rural,0,gallery,auto,15
3070,MANOTICK,rural,0,gallery,auto,15
3071,MARLBOROUGH,rural,0,gallery,auto,15
3073,METCALFE,rural,0,gallery,auto,15
3074,RICHMOND,rural,0,gallery,auto,15
3075,MUNSTER - ASHTON,rural,0,gallery,auto,15
3076,NAVAN - SARSFIELD,rural,0.6538986632277227,gallery,auto,15
3078,NORTH GOWER - KARS,rural,0,gallery,auto,15
3086,OSGOODE - VERNON,rural,0,gallery,auto,15
3113,VARS,rural,0.011339105375264242,gallery,auto,15
3021,CARP,rural,0,other,auto,15
3031,CONSTANCE BAY,rural,0,other,auto,15
3033,CORKERY,rural,0,other,auto,15
3037,CUMBERLAND,rural,0,other,auto,15
3038,DUNROBIN,rural,0,other,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,0.36928315419696434,other,auto,15
3046,FITZROY,rural,0,other,auto,15
3049,GREELY,rural,0.6185349938697093,other,auto,15
3062,KINBURN,rural,0,other,auto,15
3070,MANOTICK,rural,0.05857022808010599,other,auto,15
3071,MARLBOROUGH,rural,0,other,auto,15
3073,METCALFE,rural,0.016815786595431665,other,auto,15
3074,RICHMOND,rural,0.0027324694204484893,other,auto,15
3075,MUNSTER - ASHTON,rural,0,other,auto,15
3076,NAVAN - SARSFIELD,rural,0,other,auto,15
3078,NORTH GOWER - KARS,rural,0,other,auto,15
3086,OSGOODE - VERNON,rural,0,other,auto,15
3113,VARS,rural,0,other,auto,15
3021,CARP,rural,1,religious_centre,auto,15
3031,CONSTANCE BAY,rural,1,religious_centre,auto,15
3033,CORKERY,rural,1,religious_centre,auto,15
3037,CUMBERLAND,rural,1,religious_centre,auto,15
3038,DUNROBIN,rural,0.9990669297369836,religious_centre,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,1,religious_centre,auto,15
3046,FITZROY,rural,0.9970593441118444,religious_centre,auto,15
3049,GREELY,rural,1,religious_centre,auto,15
3062,KINBURN,rural,1,religious_centre,auto,15
3070,MANOTICK,rural,1,religious_centre,auto,15
3071,MARLBOROUGH,rural,0.959945062516391,religious_centre,auto,15
3073,METCALFE,rural,1,religious_centre,auto,15
3074,RICHMOND,rural,1,religious_centre,auto,15
3075,MUNSTER - ASHTON,rural,0.9987072107462619,religious_centre,auto,15
3076,NAVAN - SARSFIELD,rural,1,religious_centre,auto,15
3078,NORTH GOWER - KARS,rural,1,religious_centre,auto,15
3086,OSGOODE - VERNON,rural,1,religious_centre,auto,15
3113,VARS,rural,1,religious_centre,auto,15
3021,CARP,rural,0.2781681785692395,wading_pool,auto,15
3031,CONSTANCE BAY,rural,0,wading_pool,auto,15
3033,CORKERY,rural,0.14078165755156635,wading_pool,auto,15
3037,CUMBERLAND,rural,0.0030219580858059044,wading_pool,auto,15
3038,DUNROBIN,rural,0.22013663732532163,wading_pool,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,0.8803785481956468,wading_pool,auto,15
3046,FITZROY,rural,0,wading_pool,auto,15
3049,GREELY,rural,0.7227638058360708,wading_pool,auto,15
3062,KINBURN,rural,0,wading_pool,auto,15
3070,MANOTICK,rural,0.18187723702524722,wading_pool,auto,15
3071,MARLBOROUGH,rural,0,wading_pool,auto,15
3073,METCALFE,rural,0.11133406357370713,wading_pool,auto,15
3074,RICHMOND,rural,0.17838001325707312,wading_pool,auto,15
3075,MUNSTER - ASHTON,rural,0.0030812328853914955,wading_pool,auto,15
3076,NAVAN - SARSFIELD,rural,0.059493318938361926,wading_pool,auto,15
3078,NORTH GOWER - KARS,rural,0.0024746659283555066,wading_pool,auto,15
3086,OSGOODE - VERNON,rural,0,wading_pool,auto,15
3113,VARS,rural,0.0019216386868329976,wading_pool,auto,15
3021,CARP,rural,0.706677070552749,medical,auto,15
3031,CONSTANCE BAY,rural,0,medical,auto,15
3033,CORKERY,rural,0.49806665649395077,medical,auto,15
3037,CUMBERLAND,rural,0.9609554272533745,medical,auto,15
3038,DUNROBIN,rural,0.35514471045251245,medical,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,0.9607770129272074,medical,auto,15
3046,FITZROY,rural,0,medical,auto,15
3049,GREELY,rural,0.8032365914447385,medical,auto,15
3062,KINBURN,rural,0,medical,auto,15
3070,MANOTICK,rural,0.945134607003508,medical,auto,15
3071,MARLBOROUGH,rural,0.03827598250242092,medical,auto,15
3073,METCALFE,rural,0.99051914407863,medical,auto,15
3074,RICHMOND,rural,0.9930937416481631,medical,auto,15
3075,MUNSTER - ASHTON,rural,0.7312029697358726,medical,auto,15
3076,NAVAN - SARSFIELD,rural,0.7077137675665898,medical,auto,15
3078,NORTH GOWER - KARS,rural,0.3807350016158053,medical,auto,15
3086,OSGOODE - VERNON,rural,0.17628850871667656,medical,auto,15
3113,VARS,rural,0.5456899341037571,medical,auto,15
3021,CARP,rural,1,pharmacy,auto,15
3031,CONSTANCE BAY,rural,1,pharmacy,auto,15
3033,CORKERY,rural,1,pharmacy,auto,15
3037,CUMBERLAND,rural,0.982815904043218,pharmacy,auto,15
3038,DUNROBIN,rural,0.9972007892109511,pharmacy,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,0.9926799774133553,pharmacy,auto,15
3046,FITZROY,rural,0.9278726690921576,pharmacy,auto,15
3049,GREELY,rural,1,pharmacy,auto,15
3062,KINBURN,rural,0.8589512632084918,pharmacy,auto,15
3070,MANOTICK,rural,1,pharmacy,auto,15
3071,MARLBOROUGH,rural,0.8975323850968899,pharmacy,auto,15
3073,METCALFE,rural,0.9990409386900998,pharmacy,auto,15
3074,RICHMOND,rural,1,pharmacy,auto,15
3075,MUNSTER - ASHTON,rural,0.9959851265411862,pharmacy,auto,15
3076,NAVAN - SARSFIELD,rural,0.8650378972556001,pharmacy,auto,15
3078,NORTH GOWER - KARS,rural,1,pharmacy,auto,15
3086,OSGOODE - VERNON,rural,0.9789163410262397,pharmacy,auto,15
3113,VARS,rural,0.6224674970978824,pharmacy,auto,15
3021,CARP,rural,1,emergency_service,auto,15
3031,CONSTANCE BAY,rural,1,emergency_service,auto,15
3033,CORKERY,rural,1,emergency_service,auto,15
3037,CUMBERLAND,rural,1,emergency_service,auto,15
3038,DUNROBIN,rural,0.9981338594739674,emergency_service,auto,15
3039,EDWARDS - CARLSBAD SPRINGS,rural,1,emergency_service,auto,15
3046,FITZROY,rural,0.9929988011367489,emergency_service,auto,15
3049,GREELY,rural,1,emergency_service,auto,15
3062,KINBURN,rural,0.9956483093944365,emergency_service,auto,15
3070,MANOTICK,rural,1,emergency_service,auto,15
3071,MARLBOROUGH,rural,0.7092679694860657,emergency_service,auto,15
3073,METCALFE,rural,0.984212898579586,emergency_service,auto,15
3074,RICHMOND,rural,1,emergency_service,auto,15
3075,MUNSTER - ASHTON,rural,0.9778231529720988,emergency_service,auto,15
3076,NAVAN - SARSFIELD,rural,0.9734590755876878,emergency_service,auto,15
3078,NORTH GOWER - KARS,rural,1,emergency_service,auto,15
3086,OSGOODE - VERNON,rural,0.9779344015674322,emergency_service,auto,15
3113,VARS,rural,0.9839280761005236,emergency_service,auto,15
3001,AIRPORT,suburban,0,arena,pedestrian,10
3005,BEAVERBROOK,suburban,0,arena,pedestrian,10
3007,BELLS CORNERS EAST,suburban,0.04029081499163109,arena,pedestrian,10
3008,BELLS CORNERS WEST,suburban,0,arena,pedestrian,10
3010,BLACKBURN HAMLET,suburban,0.5971009218211909,arena,pedestrian,10
3011,BLOSSOM PARK - TIMBERMILL,suburban,0,arena,pedestrian,10
3014,BRIDLEWOOD - EMERALD MEADOWS,suburban,0,arena,pedestrian,10
3016,BROOKSIDE - BRIARBROOK - MORGANS GRANT,suburban,0,arena,pedestrian,10
3017,CARDINAL CREEK,suburban,0,arena,pedestrian,10
3025,CHAPEL HILL NORTH,suburban,0.02123139383747151,arena,pedestrian,10
3026,CHAPEL HILL SOUTH,suburban,0,arena,pedestrian,10
3027,CHAPMAN MILLS,suburban,0,arena,pedestrian,10
3030,COLONNADE BUSINESS PARK,suburban,0.4079668901074774,arena,pedestrian,10
3032,CONVENT GLEN - ORLEANS WOODS,suburban,0.08297757833728861,arena,pedestrian,10
3036,CRYSTAL BAY - LAKEVIEW PARK,suburban,0,arena,pedestrian,10
3041,EMERALD WOODS - SAWMILL CREEK,suburban,0,arena,pedestrian,10
3043,FALLINGBROOK,suburban,0,arena,pedestrian,10
3044,FINDLAY CREEK,suburban,0.01439507266218256,arena,pedestrian,10
3048,GLEN CAIRN,suburban,0.34599443340251984,arena,pedestrian,10
3050,GREENBELT (EAST),suburban,0.029280945455199374,arena,pedestrian,10
3051,GREENBELT (WEST),suburban,0,arena,pedestrian,10
3052,GREENBORO EAST,suburban,0,arena,pedestrian,10
3053,GREENBORO WEST,suburban,0,arena,pedestrian,10
3056,HUNT CLUB PARK,suburban,0,arena,pedestrian,10
