ONS_ID,ONS_Name,rurality,pct_covered,facility_type
3086,OSGOODE - VERNON,Rural,0.9868265335083689,cmmt_garden
3091,PORTOBELLO SOUTH,Rural,1,cmmt_garden
3113,VARS,Rural,0.9839280761005236,cmmt_garden
3021,CARP,Rural,1,library
3031,CONSTANCE BAY,Rural,1,library
3033,CORKERY,Rural,0.8900679976437912,library
3037,CUMBERLAND,Rural,0.8843544327918835,library
3038,DUNROBIN,Rural,0.7544152338869058,library
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.9086818298403354,library
3046,FITZROY,Rural,0.973866761878231,library
3049,GREELY,Rural,1,library
3062,KINBURN,Rural,0.8054931762775915,library
3070,MANOTICK,Rural,1,library
3071,MARLBOROUGH,Rural,0.7014997821963326,library
3073,METCALFE,Rural,1,library
3074,RICHMOND,Rural,1,library
3075,MUNSTER - ASHTON,Rural,0.9974144214925239,library
3076,NAVAN - SARSFIELD,Rural,0.6841689822066527,library
3078,NORTH GOWER - KARS,Rural,1,library
3086,OSGOODE - VERNON,Rural,0.9969563241503842,library
3091,PORTOBELLO SOUTH,Rural,1,library
3113,VARS,Rural,0.042653911794419554,library
3021,CARP,Rural,0,outdoor_cafe
3031,CONSTANCE BAY,Rural,0,outdoor_cafe
3033,CORKERY,Rural,0,outdoor_cafe
3037,CUMBERLAND,Rural,0,outdoor_cafe
3038,DUNROBIN,Rural,0,outdoor_cafe
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.25089224822431916,outdoor_cafe
3046,FITZROY,Rural,0,outdoor_cafe
3049,GREELY,Rural,0,outdoor_cafe
3062,KINBURN,Rural,0,outdoor_cafe
3070,MANOTICK,Rural,0,outdoor_cafe
3071,MARLBOROUGH,Rural,0,outdoor_cafe
3073,METCALFE,Rural,0,outdoor_cafe
3074,RICHMOND,Rural,0,outdoor_cafe
3075,MUNSTER - ASHTON,Rural,0,outdoor_cafe
3076,NAVAN - SARSFIELD,Rural,0,outdoor_cafe
3078,NORTH GOWER - KARS,Rural,0,outdoor_cafe
3086,OSGOODE - VERNON,Rural,0,outdoor_cafe
3091,PORTOBELLO SOUTH,Rural,0.008808510804795177,outdoor_cafe
3113,VARS,Rural,0,outdoor_cafe
3021,CARP,Rural,1,shade_structure
3031,CONSTANCE BAY,Rural,0.49065852404644905,shade_structure
3033,CORKERY,Rural,0.9431015495280136,shade_structure
3037,CUMBERLAND,Rural,1,shade_structure
3038,DUNROBIN,Rural,0.8248387221833204,shade_structure
3039,EDWARDS - CARLSBAD SPRINGS,Rural,1,shade_structure
3046,FITZROY,Rural,0.756744907243638,shade_structure
3049,GREELY,Rural,1,shade_structure
3062,KINBURN,Rural,0.9912966187888731,shade_structure
3070,MANOTICK,Rural,1,shade_structure
3071,MARLBOROUGH,Rural,0.6867315599583547,shade_structure
3073,METCALFE,Rural,0.9972656549887952,shade_structure
3074,RICHMOND,Rural,1,shade_structure
3075,MUNSTER - ASHTON,Rural,0.9744554041171465,shade_structure
3076,NAVAN - SARSFIELD,Rural,0.966039594218666,shade_structure
3078,NORTH GOWER - KARS,Rural,1,shade_structure
3086,OSGOODE - VERNON,Rural,0.957929458734617,shade_structure
3091,PORTOBELLO SOUTH,Rural,1,shade_structure
3113,VARS,Rural,0.9800537582513372,shade_structure
3021,CARP,Rural,0.1336269022581051,beach
3031,CONSTANCE BAY,Rural,1,beach
3033,CORKERY,Rural,0.007875947979593081,beach
3037,CUMBERLAND,Rural,0.8459235235759546,beach
3038,DUNROBIN,Rural,0.5814890905869219,beach
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.021993982790893415,beach
3046,FITZROY,Rural,0.5117961899706064,beach
3049,GREELY,Rural,0.0432750853676287,beach
3062,KINBURN,Rural,0.0764669381854392,beach
3070,MANOTICK,Rural,0.4703111515106169,beach
3071,MARLBOROUGH,Rural,0.2183425444571568,beach
3073,METCALFE,Rural,0,beach
3074,RICHMOND,Rural,0.12056280095977465,beach
3075,MUNSTER - ASHTON,Rural,0,beach
3076,NAVAN - SARSFIELD,Rural,0.4606783955150888,beach
3078,NORTH GOWER - KARS,Rural,0.9165173444925042,beach
3086,OSGOODE - VERNON,Rural,0.6893900652294205,beach
3091,PORTOBELLO SOUTH,Rural,1,beach
3113,VARS,Rural,0,beach
3021,CARP,Rural,0.2936310498645273,water_fountain
3031,CONSTANCE BAY,Rural,0,water_fountain
3033,CORKERY,Rural,0.16232522898738824,water_fountain
3037,CUMBERLAND,Rural,0.884946433084218,water_fountain
3038,DUNROBIN,Rural,0.20639079197891358,water_fountain
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.7533548910179927,water_fountain
3046,FITZROY,Rural,0,water_fountain
3049,GREELY,Rural,0.9113356749295739,water_fountain
3062,KINBURN,Rural,0,water_fountain
3070,MANOTICK,Rural,1,water_fountain
3071,MARLBOROUGH,Rural,0.009994584756925098,water_fountain
3073,METCALFE,Rural,0.06063833675845584,water_fountain
3074,RICHMOND,Rural,0.38310013973297097,water_fountain
3075,MUNSTER - ASHTON,Rural,0.0030812328853914955,water_fountain
3076,NAVAN - SARSFIELD,Rural,0.6661469733464286,water_fountain
3078,NORTH GOWER - KARS,Rural,0.37560230290170155,water_fountain
3086,OSGOODE - VERNON,Rural,0.10909792021076882,water_fountain
3091,PORTOBELLO SOUTH,Rural,1,water_fountain
3113,VARS,Rural,0.03268808004909398,water_fountain
3021,CARP,Rural,0.5524725077272766,mall
3031,CONSTANCE BAY,Rural,0,mall
3033,CORKERY,Rural,0.29851791550917034,mall
3037,CUMBERLAND,Rural,0.9197116707807752,mall
3038,DUNROBIN,Rural,0.37240591933596184,mall
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.2768874093410766,mall
3046,FITZROY,Rural,0.1828876061399157,mall
3049,GREELY,Rural,0.013833966488384912,mall
3062,KINBURN,Rural,0.3719558899126288,mall
3070,MANOTICK,Rural,0.19617850373520743,mall
3071,MARLBOROUGH,Rural,0.007502937576627245,mall
3073,METCALFE,Rural,0.18490934645720986,mall
3074,RICHMOND,Rural,0.927746742813776,mall
3075,MUNSTER - ASHTON,Rural,0.0755306153426048,mall
3076,NAVAN - SARSFIELD,Rural,0.6579476811234204,mall
3078,NORTH GOWER - KARS,Rural,0.0061408376740673684,mall
3086,OSGOODE - VERNON,Rural,0,mall
3091,PORTOBELLO SOUTH,Rural,1,mall
3113,VARS,Rural,0.4911790324159407,mall
3021,CARP,Rural,0.907951344515463,indoor_pool
3031,CONSTANCE BAY,Rural,0,indoor_pool
3033,CORKERY,Rural,0.4450373227140344,indoor_pool
3037,CUMBERLAND,Rural,0.9481248077314259,indoor_pool
3038,DUNROBIN,Rural,0.6268217685525665,indoor_pool
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.7914495526599371,indoor_pool
3046,FITZROY,Rural,0,indoor_pool
3049,GREELY,Rural,0.9067354502846469,indoor_pool
3062,KINBURN,Rural,0,indoor_pool
3070,MANOTICK,Rural,1,indoor_pool
3071,MARLBOROUGH,Rural,0.0778026942096488,indoor_pool
3073,METCALFE,Rural,0.09586972334898397,indoor_pool
3074,RICHMOND,Rural,0.9909573387484245,indoor_pool
3075,MUNSTER - ASHTON,Rural,0.5490192131784896,indoor_pool
3076,NAVAN - SARSFIELD,Rural,0.8668707681530635,indoor_pool
3078,NORTH GOWER - KARS,Rural,0.7777790695070627,indoor_pool
3086,OSGOODE - VERNON,Rural,0.04348311542035325,indoor_pool
3091,PORTOBELLO SOUTH,Rural,1,indoor_pool
3113,VARS,Rural,0.24616302510590754,indoor_pool
3021,CARP,Rural,1,splash_pad
3031,CONSTANCE BAY,Rural,0.004797641641217329,splash_pad
3033,CORKERY,Rural,0.9203724899313229,splash_pad
3037,CUMBERLAND,Rural,0.988769105886939,splash_pad
3038,DUNROBIN,Rural,0.809591373301551,splash_pad
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.9782175830265107,splash_pad
3046,FITZROY,Rural,0.07514501606652824,splash_pad
3049,GREELY,Rural,0.9991771215604569,splash_pad
3062,KINBURN,Rural,0.6479169871877472,splash_pad
3070,MANOTICK,Rural,1,splash_pad
3071,MARLBOROUGH,Rural,0.1264117727859323,splash_pad
3073,METCALFE,Rural,0.677523617171623,splash_pad
3074,RICHMOND,Rural,1,splash_pad
3075,MUNSTER - ASHTON,Rural,0.8069322985946145,splash_pad
3076,NAVAN - SARSFIELD,Rural,0.9024750375770884,splash_pad
3078,NORTH GOWER - KARS,Rural,0.8210453289277734,splash_pad
3086,OSGOODE - VERNON,Rural,0.21756897757915566,splash_pad
3091,PORTOBELLO SOUTH,Rural,1,splash_pad
3113,VARS,Rural,0.4788517849405421,splash_pad
3021,CARP,Rural,0.6553345281729716,chc
3031,CONSTANCE BAY,Rural,0,chc
3033,CORKERY,Rural,0.4713657485663722,chc
3037,CUMBERLAND,Rural,0.9276694221211972,chc
3038,DUNROBIN,Rural,0.31085558089945364,chc
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.6204890186024286,chc
3046,FITZROY,Rural,0,chc
3049,GREELY,Rural,0.24674349195144815,chc
3062,KINBURN,Rural,0,chc
3070,MANOTICK,Rural,0.28137184038469,chc
3071,MARLBOROUGH,Rural,0,chc
3073,METCALFE,Rural,0.0028630570036955105,chc
3074,RICHMOND,Rural,0.8469113718062012,chc
3075,MUNSTER - ASHTON,Rural,0.18329176951863213,chc
3076,NAVAN - SARSFIELD,Rural,0.6710568816035312,chc
3078,NORTH GOWER - KARS,Rural,0,chc
3086,OSGOODE - VERNON,Rural,0,chc
3091,PORTOBELLO SOUTH,Rural,1,chc
3113,VARS,Rural,0.021579530255594,chc
3021,CARP,Rural,0.9816547163046818,fastfood
3031,CONSTANCE BAY,Rural,1,fastfood
3033,CORKERY,Rural,1,fastfood
3037,CUMBERLAND,Rural,1,fastfood
3038,DUNROBIN,Rural,0.9972007892109511,fastfood
3039,EDWARDS - CARLSBAD SPRINGS,Rural,1,fastfood
3046,FITZROY,Rural,0.9300007084999937,fastfood
3049,GREELY,Rural,1,fastfood
3062,KINBURN,Rural,0.692307347011302,fastfood
3070,MANOTICK,Rural,1,fastfood
3071,MARLBOROUGH,Rural,0.72197293997124,fastfood
3073,METCALFE,Rural,0.9957216342983883,fastfood
3074,RICHMOND,Rural,1,fastfood
3075,MUNSTER - ASHTON,Rural,0.9912804248244488,fastfood
3076,NAVAN - SARSFIELD,Rural,0.9684803299775167,fastfood
3078,NORTH GOWER - KARS,Rural,1,fastfood
3086,OSGOODE - VERNON,Rural,0.9634773024558116,fastfood
3091,PORTOBELLO SOUTH,Rural,1,fastfood
3113,VARS,Rural,0.9736930325239154,fastfood
3021,CARP,Rural,1,museum
3031,CONSTANCE BAY,Rural,0,museum
3033,CORKERY,Rural,0.8348041898382046,museum
3037,CUMBERLAND,Rural,0.9985201751641671,museum
3038,DUNROBIN,Rural,0.6053490419898975,museum
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.740771133518086,museum
3046,FITZROY,Rural,0.07347864439657344,museum
3049,GREELY,Rural,1,museum
3062,KINBURN,Rural,0.6095406760980123,museum
3070,MANOTICK,Rural,1,museum
3071,MARLBOROUGH,Rural,0.1250246196032767,museum
3073,METCALFE,Rural,0.9614095693242298,museum
3074,RICHMOND,Rural,1,museum
3075,MUNSTER - ASHTON,Rural,0.9123667948232342,museum
3076,NAVAN - SARSFIELD,Rural,0.31959608971408615,museum
3078,NORTH GOWER - KARS,Rural,0.8227927133302494,museum
3086,OSGOODE - VERNON,Rural,0.9829248696034236,museum
3091,PORTOBELLO SOUTH,Rural,0.8641440421199519,museum
3113,VARS,Rural,0.007848470599648475,museum
3021,CARP,Rural,0.8583787550025564,outdoor_pool
3031,CONSTANCE BAY,Rural,0,outdoor_pool
3033,CORKERY,Rural,0.3360183464127231,outdoor_pool
3037,CUMBERLAND,Rural,0,outdoor_pool
3038,DUNROBIN,Rural,0.5146316206552782,outdoor_pool
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.5173806249137598,outdoor_pool
3046,FITZROY,Rural,0,outdoor_pool
3049,GREELY,Rural,0.9843157421609756,outdoor_pool
3062,KINBURN,Rural,0,outdoor_pool
3070,MANOTICK,Rural,1,outdoor_pool
3071,MARLBOROUGH,Rural,0.07070502182771479,outdoor_pool
3073,METCALFE,Rural,0.11473627898481521,outdoor_pool
3074,RICHMOND,Rural,0.9172428765334223,outdoor_pool
3075,MUNSTER - ASHTON,Rural,0.08345865050353257,outdoor_pool
3076,NAVAN - SARSFIELD,Rural,0.2670804901564404,outdoor_pool
3078,NORTH GOWER - KARS,Rural,0.7768138679642123,outdoor_pool
3086,OSGOODE - VERNON,Rural,0.6556585012556729,outdoor_pool
3091,PORTOBELLO SOUTH,Rural,0.9797118759166444,outdoor_pool
3113,VARS,Rural,0,outdoor_pool
3021,CARP,Rural,0.79179131616759,movie_theatre
3031,CONSTANCE BAY,Rural,0,movie_theatre
3033,CORKERY,Rural,0.385262484820715,movie_theatre
3037,CUMBERLAND,Rural,0.7186497480858131,movie_theatre
3038,DUNROBIN,Rural,0.30449537703638285,movie_theatre
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.5956671971028564,movie_theatre
3046,FITZROY,Rural,0,movie_theatre
3049,GREELY,Rural,0.5238293681824685,movie_theatre
3062,KINBURN,Rural,0,movie_theatre
3070,MANOTICK,Rural,0.9105324345119369,movie_theatre
3071,MARLBOROUGH,Rural,0.002456652135630749,movie_theatre
3073,METCALFE,Rural,0.04059930691097921,movie_theatre
3074,RICHMOND,Rural,0.5630465871523382,movie_theatre
3075,MUNSTER - ASHTON,Rural,0.04673265203880019,movie_theatre
3076,NAVAN - SARSFIELD,Rural,0.662573377325475,movie_theatre
3078,NORTH GOWER - KARS,Rural,0.2118004395870017,movie_theatre
3086,OSGOODE - VERNON,Rural,0.014786241167188383,movie_theatre
3091,PORTOBELLO SOUTH,Rural,1,movie_theatre
3113,VARS,Rural,0.030330377198710422,movie_theatre
3021,CARP,Rural,0.9973088152215288,cmmt_centre
3031,CONSTANCE BAY,Rural,1,cmmt_centre
3033,CORKERY,Rural,0.92339096987172,cmmt_centre
3037,CUMBERLAND,Rural,0.9575312297006107,cmmt_centre
3038,DUNROBIN,Rural,0.9453162508981021,cmmt_centre
3039,EDWARDS - CARLSBAD SPRINGS,Rural,1,cmmt_centre
3046,FITZROY,Rural,0.8846967774206095,cmmt_centre
3049,GREELY,Rural,1,cmmt_centre
3062,KINBURN,Rural,0.9631568402458733,cmmt_centre
3070,MANOTICK,Rural,1,cmmt_centre
3071,MARLBOROUGH,Rural,0.6519827769875147,cmmt_centre
3073,METCALFE,Rural,1,cmmt_centre
3074,RICHMOND,Rural,1,cmmt_centre
3075,MUNSTER - ASHTON,Rural,0.8707575553065067,cmmt_centre
3076,NAVAN - SARSFIELD,Rural,0.9725071285865825,cmmt_centre
3078,NORTH GOWER - KARS,Rural,1,cmmt_centre
3086,OSGOODE - VERNON,Rural,0.9835349894458502,cmmt_centre
3091,PORTOBELLO SOUTH,Rural,1,cmmt_centre
3113,VARS,Rural,1,cmmt_centre
3021,CARP,Rural,0,gallery
3031,CONSTANCE BAY,Rural,0,gallery
3033,CORKERY,Rural,0,gallery
3037,CUMBERLAND,Rural,0.9056230272150073,gallery
3038,DUNROBIN,Rural,0,gallery
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.6962721030764097,gallery
3046,FITZROY,Rural,0,gallery
3049,GREELY,Rural,0.01008819983293533,gallery
3062,KINBURN,Rural,0,gallery
3070,MANOTICK,Rural,0,gallery
3071,MARLBOROUGH,Rural,0,gallery
3073,METCALFE,Rural,0,gallery
3074,RICHMOND,Rural,0,gallery
3075,MUNSTER - ASHTON,Rural,0,gallery
3076,NAVAN - SARSFIELD,Rural,0.6538986632277227,gallery
3078,NORTH GOWER - KARS,Rural,0,gallery
3086,OSGOODE - VERNON,Rural,0,gallery
3091,PORTOBELLO SOUTH,Rural,1,gallery
3113,VARS,Rural,0.011339105375264242,gallery
3021,CARP,Rural,0,other
3031,CONSTANCE BAY,Rural,0,other
3033,CORKERY,Rural,0,other
3037,CUMBERLAND,Rural,0,other
3038,DUNROBIN,Rural,0,other
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.36928315419696434,other
3046,FITZROY,Rural,0,other
3049,GREELY,Rural,0.6185349938697093,other
3062,KINBURN,Rural,0,other
3070,MANOTICK,Rural,0.05857022808010599,other
3071,MARLBOROUGH,Rural,0,other
3073,METCALFE,Rural,0.016815786595431665,other
3074,RICHMOND,Rural,0.0027324694204484893,other
3075,MUNSTER - ASHTON,Rural,0,other
3076,NAVAN - SARSFIELD,Rural,0,other
3078,NORTH GOWER - KARS,Rural,0,other
3086,OSGOODE - VERNON,Rural,0,other
3091,PORTOBELLO SOUTH,Rural,0,other
3113,VARS,Rural,0,other
3021,CARP,Rural,1,religious_centre
3031,CONSTANCE BAY,Rural,1,religious_centre
3033,CORKERY,Rural,1,religious_centre
3037,CUMBERLAND,Rural,1,religious_centre
3038,DUNROBIN,Rural,0.9990669297369836,religious_centre
3039,EDWARDS - CARLSBAD SPRINGS,Rural,1,religious_centre
3046,FITZROY,Rural,0.9970593441118444,religious_centre
3049,GREELY,Rural,1,religious_centre
3062,KINBURN,Rural,1,religious_centre
3070,MANOTICK,Rural,1,religious_centre
3071,MARLBOROUGH,Rural,0.959945062516391,religious_centre
3073,METCALFE,Rural,1,religious_centre
3074,RICHMOND,Rural,1,religious_centre
3075,MUNSTER - ASHTON,Rural,0.9987072107462619,religious_centre
3076,NAVAN - SARSFIELD,Rural,1,religious_centre
3078,NORTH GOWER - KARS,Rural,1,religious_centre
3086,OSGOODE - VERNON,Rural,1,religious_centre
3091,PORTOBELLO SOUTH,Rural,1,religious_centre
3113,VARS,Rural,1,religious_centre
3021,CARP,Rural,0.2781681785692395,wading_pool
3031,CONSTANCE BAY,Rural,0,wading_pool
3033,CORKERY,Rural,0.14078165755156635,wading_pool
3037,CUMBERLAND,Rural,0.0030219580858059044,wading_pool
3038,DUNROBIN,Rural,0.22013663732532163,wading_pool
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.8803785481956468,wading_pool
3046,FITZROY,Rural,0,wading_pool
3049,GREELY,Rural,0.7227638058360708,wading_pool
3062,KINBURN,Rural,0,wading_pool
3070,MANOTICK,Rural,0.18187723702524722,wading_pool
3071,MARLBOROUGH,Rural,0,wading_pool
3073,METCALFE,Rural,0.11133406357370713,wading_pool
3074,RICHMOND,Rural,0.17838001325707312,wading_pool
3075,MUNSTER - ASHTON,Rural,0.0030812328853914955,wading_pool
3076,NAVAN - SARSFIELD,Rural,0.059493318938361926,wading_pool
3078,NORTH GOWER - KARS,Rural,0.0024746659283555066,wading_pool
3086,OSGOODE - VERNON,Rural,0,wading_pool
3091,PORTOBELLO SOUTH,Rural,0.519370088096251,wading_pool
3113,VARS,Rural,0.0019216386868329976,wading_pool
3021,CARP,Rural,0.706677070552749,medical
3031,CONSTANCE BAY,Rural,0,medical
3033,CORKERY,Rural,0.49806665649395077,medical
3037,CUMBERLAND,Rural,0.9609554272533745,medical
3038,DUNROBIN,Rural,0.35514471045251245,medical
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.9607770129272074,medical
3046,FITZROY,Rural,0,medical
3049,GREELY,Rural,0.8032365914447385,medical
3062,KINBURN,Rural,0,medical
3070,MANOTICK,Rural,0.945134607003508,medical
3071,MARLBOROUGH,Rural,0.03827598250242092,medical
3073,METCALFE,Rural,0.99051914407863,medical
3074,RICHMOND,Rural,0.9930937416481631,medical
3075,MUNSTER - ASHTON,Rural,0.7312029697358726,medical
3076,NAVAN - SARSFIELD,Rural,0.7077137675665898,medical
3078,NORTH GOWER - KARS,Rural,0.3807350016158053,medical
3086,OSGOODE - VERNON,Rural,0.17628850871667656,medical
3091,PORTOBELLO SOUTH,Rural,1,medical
3113,VARS,Rural,0.5456899341037571,medical
3021,CARP,Rural,1,pharmacy
3031,CONSTANCE BAY,Rural,1,pharmacy
3033,CORKERY,Rural,1,pharmacy
3037,CUMBERLAND,Rural,0.982815904043218,pharmacy
3038,DUNROBIN,Rural,0.9972007892109511,pharmacy
3039,EDWARDS - CARLSBAD SPRINGS,Rural,0.9926799774133553,pharmacy
3046,FITZROY,Rural,0.9278726690921576,pharmacy
3049,GREELY,Rural,1,pharmacy
3062,KINBURN,Rural,0.8589512632084918,pharmacy
3070,MANOTICK,Rural,1,pharmacy
3071,MARLBOROUGH,Rural,0.8975323850968899,pharmacy
3073,METCALFE,Rural,0.9990409386900998,pharmacy
3074,RICHMOND,Rural,1,pharmacy
3075,MUNSTER - ASHTON,Rural,0.9959851265411862,pharmacy
3076,NAVAN - SARSFIELD,Rural,0.8650378972556001,pharmacy
3078,NORTH GOWER - KARS,Rural,1,pharmacy
3086,OSGOODE - VERNON,Rural,0.9789163410262397,pharmacy
3091,PORTOBELLO SOUTH,Rural,1,pharmacy
3113,VARS,Rural,0.6224674970978824,pharmacy
3021,CARP,Rural,1,emergency_service
3031,CONSTANCE BAY,Rural,1,emergency_service
3033,CORKERY,Rural,1,emergency_service
3037,CUMBERLAND,Rural,1,emergency_service
3038,DUNROBIN,Rural,0.9981338594739674,emergency_service
3039,EDWARDS - CARLSBAD SPRINGS,Rural,1,emergency_service
3046,FITZROY,Rural,0.9929988011367489,emergency_service
3049,GREELY,Rural,1,emergency_service
3062,KINBURN,Rural,0.9956483093944365,emergency_service
3070,MANOTICK,Rural,1,emergency_service
3071,MARLBOROUGH,Rural,0.7092679694860657,emergency_service
3073,METCALFE,Rural,0.984212898579586,emergency_service
3074,RICHMOND,Rural,1,emergency_service
3075,MUNSTER - ASHTON,Rural,0.9778231529720988,emergency_service
3076,NAVAN - SARSFIELD,Rural,0.9734590755876878,emergency_service
3078,NORTH GOWER - KARS,Rural,1,emergency_service
3086,OSGOODE - VERNON,Rural,0.9779344015674322,emergency_service
3091,PORTOBELLO SOUTH,Rural,1,emergency_service
3113,VARS,Rural,0.9839280761005236,emergency_service
3001,AIRPORT,Suburban,1,arena
3005,BEAVERBROOK,Suburban,1,arena
3007,BELLS CORNERS EAST,Suburban,1,arena
3008,BELLS CORNERS WEST,Suburban,1,arena
3010,BLACKBURN HAMLET,Suburban,1,arena
3011,BLOSSOM PARK - TIMBERMILL,Suburban,1,arena
3014,BRIDLEWOOD - EMERALD MEADOWS,Suburban,1,arena
3016,BROOKSIDE - BRIARBROOK - MORGANS GRANT,Suburban,0.9184150568556901,arena
3017,CARDINAL CREEK,Suburban,1,arena
3025,CHAPEL HILL NORTH,Suburban,1,arena
3026,CHAPEL HILL SOUTH,Suburban,1,arena
3027,CHAPMAN MILLS,Suburban,0.34014709454419867,arena
3030,COLONNADE BUSINESS PARK,Suburban,1,arena
3032,CONVENT GLEN - ORLEANS WOODS,Suburban,1,arena
3034,CRAIG HENRY - MANORDALE,Suburban,1,arena
3036,CRYSTAL BAY - LAKEVIEW PARK,Suburban,1,arena
3041,EMERALD WOODS - SAWMILL CREEK,Suburban,1,arena
3043,FALLINGBROOK,Suburban,1,arena
3044,FINDLAY CREEK,Suburban,1,arena
3048,GLEN CAIRN,Suburban,1,arena
3050,GREENBELT (EAST),Suburban,0.9905034344724701,arena
3051,GREENBELT (WEST),Suburban,0.9958526383491171,arena
3052,GREENBORO EAST,Suburban,1,arena
3053,GREENBORO WEST,Suburban,1,arena
3056,HUNT CLUB PARK,Suburban,1,arena
3057,INDUSTRIAL EAST,Suburban,1,arena
3060,KANATA LAKES,Suburban,1,arena
3061,KATIMAVIK-HAZELDEAN,Suburban,1,arena
3072,MERIVALE GARDENS - GRENFELL GLEN - PINEGLEN - COUNTRY PLACE,Suburban,1,arena
3079,OLD BARRHAVEN EAST,Suburban,0.8655380884945219,arena
3080,OLD BARRHAVEN WEST,Suburban,0.5936795782001844,arena
3081,OLD HUNT CLUB,Suburban,1,arena
3084,ORLEANS INDUSTRIAL,Suburban,1,arena
3085,ORLEANS VILLAGE - CHATEAUNEUF,Suburban,1,arena
3094,QUEENSWOOD - CHATELAINE,Suburban,1,arena
3095,QUEENSWOOD HEIGHTS,Suburban,1,arena
3097,RIDEAUCREST - DAVIDSON HEIGHTS,Suburban,1,arena
3100,RIVERSIDE SOUTH - LEITRIM,Suburban,0.5777285148410859,arena
3105,SOUTH KEYS,Suburban,1,arena
3106,STITTSVILLE,Suburban,0.9977154372989875,arena
3107,STITTSVILLE EAST,Suburban,1,arena
3108,STITTSVILLE NORTH,Suburban,1,arena
3109,STONEBRIDGE - HALF MOON BAY,Suburban,0.003513926031301548,arena
3110,TREND-ARLINGTON,Suburban,1,arena
3001,AIRPORT,Suburban,1,cmmt_garden
3005,BEAVERBROOK,Suburban,1,cmmt_garden
3007,BELLS CORNERS EAST,Suburban,1,cmmt_garden
3008,BELLS CORNERS WEST,Suburban,1,cmmt_garden
3010,BLACKBURN HAMLET,Suburban,1,cmmt_garden
3011,BLOSSOM PARK - TIMBERMILL,Suburban,1,cmmt_garden
3014,BRIDLEWOOD - EMERALD MEADOWS,Suburban,1,cmmt_garden
3016,BROOKSIDE - BRIARBROOK - MORGANS GRANT,Suburban,1,cmmt_garden
3017,CARDINAL CREEK,Suburban,1,cmmt_garden
3025,CHAPEL HILL NORTH,Suburban,1,cmmt_garden
3026,CHAPEL HILL SOUTH,Suburban,1,cmmt_garden
3027,CHAPMAN MILLS,Suburban,1,cmmt_garden
3030,COLONNADE BUSINESS PARK,Suburban,1,cmmt_garden
3032,CONVENT GLEN - ORLEANS WOODS,Suburban,1,cmmt_garden
3034,CRAIG HENRY - MANORDALE,Suburban,1,cmmt_garden
3036,CRYSTAL BAY - LAKEVIEW PARK,Suburban,1,cmmt_garden
